1,3,4,5,7,8,6,2
"V","W0L0AHM757G014272","OPEL","ZAFIRA","0%","","",""
"V","W0L0AHM759G006533","OPEL","ZAFIRA","0%","","",""
"V","W0L0SDL0886040094","OPEL","CORSA","0%","","",""
"V","W0L0TGF7532270106","OPEL","ZAFIRA","0%","","",""
"V","W0L0XCE7584077443","OPEL","MERIVA","0%","","",""
"V","W0L0XCF0643038473","OPEL","COMBO","0%","","",""
"V","W0L0XCF0846001984","OPEL","CORSA","0%","","",""
"V","W0L0XCF6824239666","OPEL","CORSA","0%","","",""
"V","W0LF7AHA68Y726964","OPEL","VIVARO","0%","","",""
"C","W0LF7D605HV626791","OPEL","VIVARO","0%","","",""
"V","W0LJD7EC1HB104225","OPEL","MOKKA","0%","","",""
"V","W0V7H9EJ8K4405747","OPEL","CROSSLAND X","0%","","",""
"V","W1K1770541N164793","MERCEDES","CLASSE A","0%","","",""
"V","W1K1770871N193217","MERCEDES","CLASSE A","0%","","",""
"V","W1N2476151W099851","MERCEDES","GLB","0%","","",""
"V","W1V44781313799137","AIXAM","GT","0%","","",""
"V","WAUZZZ4E55N003104","AUDI","A8","0%","","",""
"V","WAUZZZ4M0KD029117","AUDI","Q7","0%","","",""
"V","WAUZZZ8E03A037031","AUDI","A4","0%","","",""
"V","WAUZZZ8K3DA189585","AUDI","A4","0%","","",""
"V","WAUZZZ8K89A145136","AUDI","A4","0%","","",""
"V","WAUZZZ8P94A038407","AUDI","A3","0%","","",""
"V","WAUZZZ8V2EA064539","AUDI","A3","0%","","",""
"V","WAUZZZ8X7FB032490","AUDI","A1","0%","","",""
"V","WAUZZZF23LN071384","AUDI","A6","0%","","",""
"V","WAUZZZF32M1005880","AUDI","Q3","0%","","",""
"V","WBA1B91010J890212","BMW","SERIE 1","0%","","",""
"V","WBA4F11090D939044","BMW","SERIE 4","0%","","",""
"V","WBA4H510X0BM71435","BMW","SERIE 4","0%","","",""
"V","WBACV01050LK56286","BMW","X5","0%","","",""
"V","WBAPE11060WJ78025","BMW","X3","0%","","",""
"V","WBAUJ31020LG11404","BMW","X4","0%","","",""
"V","WBAVN11090VP82519","BMW","X1","0%","","",""
"A","WBU4301TNB2031788","AIXAM","GT","0%","","",""
"V","WDB2093161F086857","MERCEDES","CLK","0%","","",""
"V","WDC1660041A143124","MERCEDES","CLASSE ML","0%","","",""
"V","WDC2049841F544708","MERCEDES","GLK","0%","","",""
"V","WDC2539051F539917","MERCEDES","GLC","0%","","",""
"V","WDD1690071J931022","MERCEDES","CLASSE A","0%","","",""
"V","WDD1760431J474251","MERCEDES","CLASSE C","0%","","",""
"V","WDD2053041F351973","MERCEDES","CLASSE C","0%","","",""
"V","WDD2452071J651781","MERCEDES","CLASSE B","0%","","",""
"V","WDD2462431N172067","MERCEDES","CLASSE B","0%","","",""
"V","WDF447703013026549 ","MERCEDES","CLASSE V","0%","","",""
"V","WDF63970513665462","MERCEDES","VITO","0%","","",""
"V","WF06XXGCC6HJ32759","FORD","FOCUS","0%","","",""
"V","WF0AXXWPMADC40474","FORD","KUGA","0%","","",""
"V","WF0AXXWPMAJY08981","FORD","KUGA","0%","","",""
"V","WF0CU93Z35KA33702","FORD","MAVERICK","0%","","",""
"V","WF0DXXGAJD6T74976","FORD","FIESTA","0%","","",""
"V","WF0DXXGAJX6T74976","AIXAM","GT","0%","","",""
"V","WF0EXXTTRELK59395","FORD","TRANSIT","100%","","",""
"V","WF0EXXWPCEJY87952","FORD","MONDEO","0%","","",""
"V","WF0FXXWPCFFD43861","FORD","MONDEO","0%","","",""
"V","WF0JXXGAJJ9C72192","FORD","FIESTA","0%","","",""
"V","WF0PXXGCDP8K19937","FORD","FOCUS","0%","","",""
"V","WF0SXXGBWSDE07491","FORD","S-MAX","0%","","",""
"V","WF0UXXLTRU9P49230","FORD","KA","0%","","",""
"V","WF0UXXLTRUAT86818","FORD","KA","0%","","",""
"V","WF0UXXLTRUFE42895","FORD","KA","0%","","",""
"V","WF0VXXGBFV3T48304","FORD","TRANSIT","0%","","",""
"V","WJMM1VTH60C344939","IVECO","STRALIS","0%","","",""
"C","WJMM1VUH404393497","IVECO","STRALIS","100%","","10/05/2012",""
"V","WL00AHL4865017611","OPEL","ASTRA","0%","","",""
"V","WMWZG31010TY43025","MINI","MINI","0%","","",""
"V","WP1ZZZ95ZJLB46270","PORSCHE","MACAN","0%","","",""
"C","WV1ZZZ2KZGX132984","VOLKSWAGEN","CADDY","100%","","",""
"V","WV1ZZZSY3P9046910","VOLKSWAGEN","CRAFTER","0%","","",""
"V","WV2ZZZ70ZSH038090","VOLKSWAGEN","TRANSPORTER","0%","","01/01/1995",""
"V","WV2ZZZ7HZ9H013352","VOLKSWAGEN","TRANSPORTER","0%","","",""
"V","WV2ZZZ7HZPH056639","VOLKSWAGEN","CALIFORNIA","0%","","",""
"V","WV2ZZZ7HZPH059010","VOLKSWAGEN","TRANSPORTER","0%","","",""
"V","WV2ZZZ7HZPH082922","VOLKSWAGEN","TRANSPORTER","0%","","",""
"V","WV2ZZZSTOPH012218","VOLKSWAGEN","MULTIVAN","0%","","",""
"V","WVGZZZ1TZ6W021978","VOLKSWAGEN","TOURAN","0%","","",""
"V","WVGZZZ1TZAW030683","VOLKSWAGEN","TOURAN","0%","","",""
"V","WVGZZZ5N7PW420878","VOLKSWAGEN","TIGUAN","0%","","",""
"V","WVGZZZC1ZNY055889","VOLKSWAGEN","T-CROSS","0%","","",""
"V","WVGZZZCRZND029338","VOLKSWAGEN","TOUAREG","0%","","",""
"V","WVWZZZ1KZ7W215724","VOLKSWAGEN","GOLF","0%","","",""
"V","WVWZZZ3BZYE251502","VOLKSWAGEN","PASSAT","0%","","",""
"V","WVWZZZ3CZ9E120377","VOLKSWAGEN","PASSAT","0%","","",""
"V","WVWZZZ3CZME056194","VOLKSWAGEN","PASSAT","0%","","",""
"V","WVWZZZ6RZFY242859","VOLKSWAGEN","POLO","0%","","",""
"V","WVWZZZ6RZHY247266","VOLKSWAGEN","POLO","0%","","",""
"V","WVWZZZ9CZ3M603792","VOLKSWAGEN","NEW BEETLE","0%","","",""
"V","WVWZZZ9NZ4Y196956","VOLKSWAGEN","POLO","0%","","",""
"V","WVWZZZ9NZ6Y207900","VOLKSWAGEN","POLO","0%","","",""
"V","WVWZZZAUZGP001033","VOLKSWAGEN","GOLF","0%","","",""
"V","WVWZZZAUZGW272527","VOLKSWAGEN","GOLF","0%","","",""
"V","WVWZZZAUZHW375463","VOLKSWAGEN","GOLF","0%","","",""
"V","WVWZZZAUZJW273730","VOLKSWAGEN","GOLF","0%","","",""
"V","WVWZZZAUZKW073741","VOLKSWAGEN","GOLF","0%","","",""
"V","WVWZZZAUZLW010689","VOLKSWAGEN","GOLF","0%","","",""
"V","WVWZZZAWZMU059608","VOLKSWAGEN","POLO","0%","","",""
"V","WVWZZZAWZMY037204","VOLKSWAGEN","POLO","0%","","",""
"V","YV1DZ40LCH2126906","VOLVO","XC60","0%","","",""
"V","YV1LCL1UCL1585994","VOLVO","XC90","0%","","",""
"V","YV1RS65P222152998","VOLVO","S60","0%","","",""
"V","YV1XZBWV2P2076007","VOLVO","XC40","0%","","",""
"V","ZACPJCVP5MPR46918","JEEP","COMPASS","0%","","",""
"V","ZAR93900007135019","ALFA ROMEO","159","0%","","",""
"C","ZAR94000007083594","ALFA ROMEO","GIULIETTA","100%","","",""
"V","ZAREAFDN7M7643430","ALFA ROMEO","GIULIA","0%","","",""
"V","ZCFA75A1002332444","IVECO","DAILY","0%","","",""
"V","ZCFC3572005245658","IVECO","DAILY","0%","","",""
"V","ZCFC3593005865985","IVECO","DAILY","0%","","",""
"V","ZCFC3593005885985","IVECO","DAILY","0%","","",""
"V","ZE8T354IRN0300977","BREMACH ","3500","0%","","",""
"V","ZFA14600006803524","FIAT","UNO","0%","","",""
"V","ZFA16900001529073","FIAT","PANDA","0%","","",""
"V","ZFA16900001668257","FIAT","PANDA","0%","","",""
"V","ZFA16900001851083","FIAT","PANDA","0%","","",""
"V","ZFA16900004118567","FIAT","PANDA","0%","","",""
"V","ZFA18700000800971","FIAT","SEICENTO","0%","","",""
"V","ZFA19400002096715","FIAT","CROMA","0%","","",""
"V","ZFA19800004131974","FIAT","BRAVO","0%","","",""
"V","ZFA1980000415593301","FIAT","BRAVO","0%","","",""
"V","ZFA22500006K88828","FIAT","FIORINO","0%","","",""
"V","ZFA25000001208523","FIAT","DUCATO","0%","","",""
"V","ZFA25000001857915","FIAT","DUCATO","0%","","",""
"V","ZFA25000002754050","FIAT","DUCATO","0%","","",""
"V","ZFA25000002B17427","FIAT","DUCATO","0%","","",""
"R","ZFA25000002V50065","PILOTE","G740GJ ","0%","","",""
"V","ZFA25000002V83909","FIAT","DUCATO","0%","","",""
"V","ZFA26300009011651","FIAT","DOBLO'","0%","","",""
"V","ZFA31200000502881","FIAT","500","0%","","",""
"V","ZFA31200000580983","FIAT","500","0%","","",""
"V","ZFA31200003398320","FIAT","PANDA","0%","","",""
"V","ZFA31200003624988","FIAT","PANDA","0%","","",""
"V","ZFA3120000J542745","FIAT","500L","0%","","",""
"V","ZFA3120000J799632","FIAT","500","0%","","",""
"V","ZFA35000000185415","FIAT","IDEA","0%","","",""
"V","ZLA17900013355082","LANCIA","PHEDRA","0%","","",""
"V","ZLA84400001120132","LANCIA","DELTA","0%","","31/07/2013",""
"V","","JEEP","RENEGADE","0%","","","--"
"V","","AIXAM","GT","0%","",""," EB 960 FZ"
"V","VF7SA8HR0AW578283","CITROEN","DS3","0%","",""," EB179FV"
"V","WJME2NTH40C237816","IVECO","STRALIS","0%","",""," EJ415TE "
"V","WV1ZZZSYZK9042078","VOLKSWAGEN","CRAFTER","0%","",""," FX387ZJ"
"V","","RENAULT","MASTER","0%","","","."
"V","","ALFA ROMEO","STELVIO","0%","","","0000"
"V","","ALFA ROMEO","147","0%","","","0000000"
"V","","FIAT","DOBLO'","0%","","","00KKK00"
"V","","VOLKSWAGEN","POLO","0%","","","00KKK22"
"V","","VOLKSWAGEN","POLO","0%","","","00OOO00"
"V","","ALFA ROMEO","GIULIETTA","0%","","","1111111"
"V","","AIXAM","GT","0%","","","11111111"
"V","","CITROEN","BERLINGO'","0%","","","1212"
"V","","AIXAM","GT","0%","","","12587"
"V","VF1C4050501014989","RENAULT","5","0%","","04/01/1988","12QWE34"
"V","","AIXAM","GT","0%","","","12WWW34"
"V","","FORD","FIESTA","0%","","","14"
"V","","FIAT","PANDA","0%","","","15465465"
"V","","FORD","KA","0%","","01/01/2003","171717"
"V","","ESCAVATORE KOMATSU ","PC27MR-2","0%","","","17596"
"V","","FIAT","PANDA","0%","","01/01/2008","18888"
"V","","CITROEN","C4","0%","","","222111"
"V","","CITROEN","JUMPY","0%","","","22222"
"V","","TOYOTA","CH R","0%","","","22FFF22"
"V","","AUDI","Q5","0%","","","22HHH22"
"V","VF7UA9HZCAJ529258","CITROEN","C4 PICASSO","0%","","","22QQQ22"
"V","","AIXAM","GT","0%","","","22RRR22"
"V","","FIAT","SEICENTO","0%","","","22TTT22"
"V","JMZNA18B200105634","MAZDA","MX5","0%","","","22WWW22"
"V","","VOLKSWAGEN","TIGUAN","0%","","","22WWW33"
"V","","FIAT","500X","0%","","","22WWW44"
"V","","FIAT","TIPO","0%","","","2X1"
"V","","FIAT","PANDA","0%","","","31333333"
"V","","AIXAM","GT","0%","","","444"
"V","","FIAT","CROMA","0%","","","444444"
"V","","NISSAN","MICRA","0%","","","44GGG44"
"V","ZFA3340000P823269","FIAT","500","0%","","","44III44"
"V","","JEEP","RENEGADE","0%","","","44TTT55"
"V","","JEEP","RENEGADE","0%","","01/01/1980","454545"
"V","","AIXAM","GT","0%","","","45454545"
"V","","LANCIA","BETA","0%","","","468389PV"
"V","","FIAT","500X","0%","","","500X"
"V","","FIAT","TIPO","0%","","","51984785"
"V","","AIXAM","GT","0%","","","545635353"
"V","","CITROEN","XSARA PICASSO","0%","","","55GGG55"
"V","","AUDI","A4","0%","","","55UUU55"
"V","","FIAT","500","0%","","","55YYY55"
"V","","AIXAM","GT","0%","","","5656"
"V","","RENAULT","CAPTURE","0%","","","5858584"
"V","","FIAT","SEICENTO","0%","","","600"
"V","","SKODA","FABIA","0%","","","66HHH66"
"V","","VOLKSWAGEN","TRANSPORTER","0%","","","66RRR66"
"V","","BMW","X1","0%","","","693LF"
"V","","VOLKSWAGEN","GOLF","0%","","01/01/2014","77777"
"V","","LANCIA","DELTA","0%","","","777778"
"V","","IVECO","EUROCARGO","0%","","","77KKK77"
"V","","JEEP","COMPASS","0%","","","77OOO77"
"V","","AIXAM","GT","0%","","","77PPP77"
"V","","LANCIA","YPSILON","0%","","","788"
"V","","FIAT","GRANDE PUNTO","0%","","","88LLL88"
"V","","VOLKSWAGEN","T-ROC","0%","","","88RRR88"
"V","","FIAT","PUNTO","0%","","","88UUU88"
"V","","FARMER","308C","0%","","","88UUU99"
"V","JT1V0LJ7009049319","TOYOTA","LANDCRUISER","0%","","12/06/1990","A0188291"
"V","","AUDI","A1","0%","","","A1"
"V","","ALFA ROMEO","GIULIA","0%","","","A1111"
"V","","FIAT","PANDA","0%","","","A1111111"
"V","","FIAT","PUNTO","0%","","","A12345"
"V","","VOLKSWAGEN","CADDY","0%","","","A1234567"
"V","","IVECO","DAILY","0%","","","A125115"
"V","","AIXAM","GT","0%","","","A1515"
"V","","FIAT","PANDA","0%","","","A53456165"
"V","","AIXAM","GT","0%","","","A7848"
"V","","VOLKSWAGEN","TRANSPORTER","0%","","","A88888"
"V","","CITROEN","JUMPER","0%","","","AA"
"V","","AIXAM","GT","0%","","","AA0000AA"
"V","","AUDI","A1","0%","","","AA000BR"
"V","","AUDI","A4","0%","","","AA000SS"
"V","","AIXAM","GT","0%","","","AA1111QQQ"
"V","","FIAT","PANDA","0%","","","AA11122"
"V","","RENAULT","MASTER","0%","","","AA111AA"
"V","","AIXAM","GT","0%","","","AA111AAA"
"V","","FIAT","SEICENTO","0%","","","AA111AB"
"V","","FIAT","500","0%","","","AA111AG"
"V","","PEUGEOT","207","0%","","","AA111EE"
"V","","ALFA ROMEO","147","0%","","","AA112AA"
"V","","JEEP","RENEGADE","0%","","","AA1212"
"V","","MERCEDES","ACTROS","0%","","","AA123AA"
"V","","CITROEN","C3","0%","","","AA1888"
"V","","FIAT","QUBO","0%","","","AA2222AA"
"V","","CITROEN","BERLINGO'","0%","","","AA222822"
"V","","VOLKSWAGEN","PASSAT","0%","","","AA222AA"
"V","","VOLKSWAGEN","TIGUAN","0%","","","AA222AB"
"V","","AIXAM","GT","0%","","","AA232EE"
"V","","PIAGGIO","APE POKER","0%","","","AA25950"
"V","VSKJVNR20U0226769","NISSAN","TERRANO","0%","","03/06/1994","AA277KL"
"V","A","VOLKSWAGEN","POLO","0%","","","AA333AA"
"V","","FORD","FIESTA","0%","","","AA444"
"V","","FIAT","500L","0%","","","AA4545EE"
"V","","TOYOTA","YARIS","0%","","","AA555AA"
"V","","AUDI","A1","0%","","","AA625AA"
"V","5N1AZ2MG5HN143016","AIXAM","GT","0%","","","AA8715EK"
"V","","FORD","GALAXY","0%","","","AA8888DD"
"V","","AUDI","A5","0%","","","AAA1111"
"V","","FIAT","DUCATO","0%","","","AAA2222AA"
"V","","FIAT","REGATA","0%","","01/01/1986","AAA222AA"
"V","","LANCIA","YPSILON","0%","","","AAA23"
"V","","AIXAM","GT","0%","","","AAA8888"
"V","","FIAT","PUNTO EVO","0%","","","AAAA"
"V","","AUDI","Q5","0%","","","AAAA34"
"V","","FIAT","PUNTO","0%","","","AAAAAA"
"V","","ALFA ROMEO","GT","0%","","","AAAAAA5615"
"V","","AIXAM","GT","0%","","","AAAAAAA"
"V","","FIAT","PANDA","0%","","","AAAAAAAA"
"V","","FORD","FIESTA","0%","","","AAAASASSAD"
"V","","AIXAM","GT","0%","","","AAAASFDSFSDF"
"V","","AIXAM","GT","0%","","","AAADDDD"
"V","","FIAT","PANDA","0%","","","AAFGGDGDGSGDS"
"V","","FIAT","PANDA","0%","","","AB000AB"
"V","","ALFA ROMEO","147","0%","","09/02/2018","AB100AD"
"V","","ALFA ROMEO","147","0%","","","AB100GH"
"V","JT131LN8509911872","TOYOTA","HILUX","0%","","01/01/1994","AB113MF"
"V","","AIXAM","GT","0%","","","AB113MR"
"V","","FIAT","500","0%","","","AB123AB"
"V","","FIAT","DUCATO","0%","","","AB123AN"
"V","","AIXAM","GT","0%","","","AB125AB"
"V","JMBCNK340SP000984","MITSUBISHI","L200","0%","","","AB318XY"
"V","ZFA17600005014895","FIAT","PUNTO","0%","","","AB343XP"
"V","ZCFA1EG0002127969","IVECO","EUROCARGO","0%","","19/05/1995","AB349EW"
"C","","ALFA ROMEO","147","100%","","09/02/2018","AB525AA"
"V","ZFA17600000374764","FIAT","PUNTO","0%","","","AB527WX"
"V","","IVECO","DAILY","0%","","","AB687TP"
"V","ZFA141A0001116496","FIAT","PANDA","0%","","07/11/1994","AB710VV"
"V","W0L000059S5133920","OPEL","ASTRA","0%","","","AB720PX"
"V","VF640AAA000004032","RENAULT","5","0%","","","AB873YB"
"V","WDB2020201A192918","MERCEDES","CLASSE C","0%","","01/01/1994","AB952VW"
"A","SFAAXXBDVARB65086","FORD","I.V.R.","0%","","","AB963YF"
"V","JT1VOLJ7009061153","TOYOTA","LANDCRUISER","0%","","","AC030AS"
"V","","FIAT","PUNTO","0%","","","AC111"
"V","","ALFA ROMEO","147","40%","","","AC154DA"
"V","KMHVD31LPSU001640","HYUNDAI","ACCENT","0%","","23/03/1995","AC295ZR"
"V","WDB46322717069646","MERCEDES","CLASSE G","40%","","","AC296BC"
"V","WF0AXXGBVARG13626","FORD","ELNAGH","0%","","","AC386BM"
"V","ZLA83800002010518","LANCIA","KAPPA","0%","","","AC410BK"
"V","ZFA141A0001151411","FIAT","PANDA","0%","","","AC760GV"
"V","SFALXXBDVLRB69357","FORD","TRANSIT","0%","","","AC778BJ"
"V","ZCET354IANT100108","BREMACH ","3500","0%","","","AC791YN"
"V","VF7ZALH0019LH2780","CITROEN","BERLINGO'","0%","","","AC844BR"
"V","VF1C57D0512184395","RENAULT","CLIO","0%","","06/10/1994","AC906AV"
"C","","DEUTZ-FAHR","DX360","100%","","","AD170G"
"V","ZFA175000P0019953","FIAT","COUPÃ","0%","","","AD349LR"
"V","ZCFC3550102128441","IVECO","DAILY","0%","","","AD451LJ"
"C","JMBNNPD5WSA000345","MITSUBISHI","SPACE GEAR","100%","","","AD606FC"
"V","1J4GZN8MXTY103886","JEEP","GRAND CHEROKEE","0%","","","AD758FF"
"V","VSKTVUR20U0249448","NISSAN","TERRANO","0%","","14/04/1995","AD776LK"
"V","","FORD","TRANSIT","0%","","","AD804CC"
"V","WDB6023161P386498","MERCEDES","ACTROS","0%","","","AD892LM"
"V","ZCFA80A0002141117","IVECO","EUROCARGO","0%","","","AD944LR"
"V","","MERCEDES","GLC","0%","","","ADAD"
"V","","RENAULT","KOLEOS","0%","","","ADSAA"
"V","","VOLKSWAGEN","GOLF","0%","","","ADSDASF"
"V","","ALFA ROMEO","145","0%","","","ADSDS"
"C","","ALFA ROMEO","147","100%","","","AE123QQ"
"V","ZFA23000005149446","FIAT","DUCATO","0%","","01/06/1995","AE527YF"
"V","","BMW","SERIE 3","0%","","","AE980MJ"
"V","","AIXAM","GT","0%","","","AEHGHHGG"
"V","","AIXAM","GT","0%","","","AF113ND"
"C","","FIAT","DUCATO","100%","","","AF151DA"
"V","ZFA14600008450637","FIAT","FIORINO","0%","","","AF263CX"
"V","ZFA23000005183686","FIAT","DUCATO","0%","","","AF487MS"
"C","WF0AXXGBVASE75077","FORD","TRANSIT","0%","","12/10/1995","AF503BX"
"V","","AIXAM","GT","0%","","","AF58000"
"V","","NEW HOLLAND","TN750","0%","","","AF846T"
"C","","JCB","540 170","100%","","","AFV099"
"V","","ALFA ROMEO","147","0%","","","AG152PT"
"V","","ALFA ROMEO","147","0%","","","AG456ND"
"V","WBABH31000EH25263","BMW","SERIE 3","0%","","","AG792VB"
"V","ZFA17600005084000","FIAT","PUNTO","0%","","","AH048TL"
"V","ZAR91600006014979","ALFA ROMEO","GTV","0%","","21/02/1996","AH104XJ"
"V","ZCFC3550105061580","IVECO","DAILY","0%","","","AH147LF"
"V","JT1VKZJ7008004942","TOYOTA","LANDCRUISER","0%","","","AH165CP"
"V","ZFA17600002268840","FIAT","PUNTO","0%","","","AH195VK"
"V","","MERCEDES","SPRINTER","0%","","","AH231CX"
"V","ZCFC3570005074118","IVECO","DAILY","0%","","26/09/1995","AH303VC"
"V","ZFA17600005101403","FIAT","PUNTO","0%","","","AH315CV"
"V","VSEETV02V01104860","SUZUKI","VITARA","0%","","03/01/1996","AH442XE"
"V","ZFA18300000005157","FIAT","BARCHETTA","0%","","26/05/1995","AH603SN"
"C","ZCFA1EG0002154393","IVECO","EUROCARGO","100%","","","AH739VH"
"V","VSESJSOOVOO101502","SUZUKI","SAMURAI","0%","","24/11/1995","AH756RG"
"V","","VOLKSWAGEN","GOLF","40%","","","AH811WR"
"V","WAUZZZ8DZTA229653","AUDI","A4","0%","","","AH905XN"
"V","","FIAT","PUNTO","0%","","","AH938CM"
"V","VF7X16C00026C4434","CITROEN","XANTHIA","0%","","","AJ032ZH"
"C","","IVECO","EUROCARGO","0%","","03/11/1995","AJ056DG"
"V","WF0BXXWPRBVP68286","FORD","KA","0%","","","AJ155ZL"
"V","","AIXAM","GT","0%","","","AJ163PX"
"V","WF0GXXPSWGVA01663","FORD","GALAXY","0%","","","AJ185ZP"
"V","","LANCIA","YPSILON","0%","","","AJ197MP"
"V","JMBCNK340TP000870","MITSUBISHI","L200","0%","","29/02/1996","AJ202DP"
"V","YV1945211T1168478","VOLVO","C30","0%","","","AJ220CZ"
"V","VSKJVNR20U0253284","NISSAN","TERRANO","0%","","01/01/1995","AJ282CV"
"V","SAJJHALG4AK635676","JAGUAR","XJ","0%","","","AJ296CH"
"V","","AIXAM","GT","0%","","","AJ303PZ"
"V","ZFA17600005139989","FIAT","PUNTO","0%","","","AJ338DB"
"V","ZCFC3580102186427","IVECO","DAILY","0%","","","AJ414RA"
"V","","SUZUKI","SAMURAI","0%","","","AJ483CP"
"C","WDB6740131K164444","MERCEDES","184","0%","","","AJ596DP"
"V","","AIXAM","GT","0%","","","AJ622PS"
"V","WOL000073T6096435 ","OPEL","CORSA","0%","","","AJ704DE "
"V","ZFA141A0001256615","FIAT","PANDA","0%","","","AJ833NF"
"V","","FIAT","UNO","0%","","01/01/1990","AJ871ZT"
"V","ZAPS85V0000103470 ","PIAGGIO","PORTER","0%","","20/06/1996","AJ940LE"
"V","ZFA17600005142568","FIAT","PUNTO","0%","","","AK042CF"
"V","","AIXAM","GT","0%","","","AK094HA"
"V","WF0AXXGAJATE78597","FORD","FIESTA","0%","","","AK229FR"
"V","WVWZZZ1EZTK019911","VOLKSWAGEN","GOLF","0%","","","AK289EM"
"V","ZFA17600002452025","FIAT","PUNTO","0%","","","AK333HV"
"V","","AIXAM","GT","0%","","","AK417DJ"
"V","","AIXAM","GT","0%","","","AK428EB"
"V","","IVECO","DAILY","0%","","","AK519MF"
"V","","FIAT","PUNTO","0%","","","AK549FY"
"V","","AIXAM","GT","0%","","","AK585CE"
"V","ZLA84000001056530","LANCIA","YPSILON","0%","","","AK798EV"
"V","ZCFC3570005101833","FIAT","DUCATO","0%","","","AK864KK"
"C","","NISSAN","TRADE","100%","","","AK914CL"
"V","ZLA83600003017696","LANCIA","DELTA","0%","","01/01/2006","AK948DC"
"V","","AIXAM","GT","0%","","","AK985HA"
