1,2,5,7,9,4,6,8,3,10
"AGCOLLEGNOCOLLEGNO","COLLEGNO","COLLEGNO","  ","0117801255","","","","",""
"AGVENARIA59176","59176","VENARIA","  "," 0114527053","","","","",""
"AGCAVOUR6615","6615","CAVOUR","  ","012431196","","","","",""
"AGSAVIGLIANO022","022","SAVIGLIANO","  ","017222364","","","","",""
"AGCUNEO064","064","CUNEO","  ","","","","CUNEO@GROUPAMA.IT","",""
"AGTORINO65077","65077","TORINO","  ","","","","","",""
"AGACQUI TERME000","000","ACQUI TERME","  ","","","","ACQUITERME@GROUPAMA.IT","",""
"AGASTI64573","64573","ASTI","  ","","","","","",""
"AGVILLAFRANCA PIEMONTET4B","T4B","VILLAFRANCA PIEMONTE","  ","0119800855","","","AGENZIA.VILLAFRANCAPIEMONTE.IT@GENERALI.COM","",""
"AGTORINO TURATI59862","59862","TORINO TURATI","  ","011 318 1278","","","","",""
"AGASTI101","101","ASTI","  ","","","","","",""
"AGASTI020","020","ASTI","  ","","","","AG0202@AXA-AGENZIE.IT","",""
"AGASTI012","012","ASTI","  ","","","","ASTI@GROUPAMA.IT","",""
"AGMONCALIERI545","545","MONCALIERI","  ","","","","AG0545@AXA-AGENZIE.IT","",""
"AGMILANO0000","0000","MILANO","  ","","","","INFO@WINWINSOLUTION.IT","",""
"AGASTI060","060","ASTI","  ","","","","AG_060.01@AGENTIVITTORIA.IT","",""
"AGALBA021","021","ALBA","  ","","","","AG_021.01@AGENTIVITTORIA.IT","",""
"AGRACCONIGI1237","1237","RACCONIGI","  ","","","","SFAGENZIARACCONIGI@GMAIL.COM","",""
"AGBRA3021","3021","BRA","  ","0172413269","","","AG0302@AXA-AGENZIE.IT","",""
"AGTORINO39015","39015","TORINO","  ","0115217038","","","","",""
"AGALESSANDRIA 14T","14","ALESSANDRIA ","  ","0131 445432","","","","",""
"AGROMA60827","60827","ROMA","  ","063210672","","","","",""
"AGPINASCA460","460","PINASCA","  ","","","","AG0460@AXA-AGENZIE.IT","",""
"AGBIELLABIELLA","BIELLA","BIELLA","BI","0158409350 ","VIALE ROMA 10/A","13900","","",""
"AGSALUZZO188","188","SALUZZO","  ","","","","CN504@PEC.AGENZIAZURICH.IT","",""
"AGTORINO150","150","TORINO","  ","","","","AG0150@SARAAGENZIE.IT","",""
"AGASTI008","008","ASTI","  ","01411530330","","","AGENZIA008@GROUPAMA.IT","",""
"AGIVREA00000","00000","IVREA","  ","0125627767","VIA JERVIS 37 10015 IVREA (TO)","","AG_159.01@AGENTIVITTORIA.IT","",""
"AGTORINO MARIA VITTORIA00000","00000","TORINO MARIA VITTORIA","  ","0118123503","","","","",""
"AGCHIERIT81","T81","CHIERI","  ","0119472086","","","","",""
"AGRIVAROLO CANAVESE020","020","RIVAROLO CANAVESE","  ","012429258","","","","",""
"AGCOLLEGNO56987","56987","COLLEGNO","  ","0114034100","","","","",""
"AG","00","CUNEO","  ","","","","CUNEO@GROUPAMA.IT","",""
"AGCAVOURB39","B39","CAVOUR","  ","","","","AGENZIAB39@GROUPAMA.IT","",""
"AGASTI055","055","ASTI","  ","0141557358","","","ASTI@CATTOLICA.IT","",""
"AGMONCALIERI 01","01","MONCALIERI ","  ","0116827711","","","","",""
"AGMONCALIERI567","567","MONCALIERI","  ","0116828121","","","","",""
"AGCANELLICANELLI","CANELLI","CANELLI","  ","0141823179","","","AGENZIA144@TOROASSICURAZIONI.NET","",""
"AGCAVOUR0000","0000","CAVOUR","  ","","","","ROBERTAMOSCA@REALECAVOUR.IT","",""
"AGTORINO DIREZIONE259","259","TORINO DIREZIONE","  ","","","","","",""
"AGACQUI TERME1129","1129","ACQUI TERME","  ","014456777","","","01129@UNIPOLSAI.IT","",""
"AGASTI 256652","56652","ASTI 2","  ","","","","","",""
"AGVALENZA791","791","VALENZA","  ","","","","AG_791.01@AGENTIVITTORIA.IT","",""
"AGSAVIGLIANO0298","0298","SAVIGLIANO","  ","0121377201","","","","",""
"AGASTI000","000","ASTI","  ","0141720322","","","SINISTRI.TSUNAMI@AON.IT","",""
"AGVARAZZE722","722","VARAZZE","  ","019934658","","","H722@HELVETIA.IT","",""
"AGIVREA 302236","02236","IVREA 3","  ","","","","","",""
"AGASTI400198","400198","ASTI","  ","0141595143","","","ASTI.400198@AGENZIATUA.IT","",""
"AGBRUINO29","29","BRUINO","  ","0119086802","","","","",""
"AGIVREA44323","44323","IVREA","  "," 0125 616462","","","","",""
"AGTORINO 1059903","59903","TORINO 10","  ","","","","","",""
"AGTORINO53598","53598","TORINO","  ","011740050","","","","",""
"AGAA1028","1028","AA","  "," 0131252161","","","A1028@AGENZIA-AVIVA.IT","",""
"AGCODROIPO41587","41587","CODROIPO","  ","","","","","",""
"AGCIRIE'10168","10168","CIRIE'","  ","0119210156","","","","",""
"AGACQUI TERME002","002","ACQUI TERME","  ","0144323886","","","ACQUITERMECENTRO@CATTOLICA.IT","",""
"AGSETTIMO TORINESE077","077","SETTIMO TORINESE","  ","0118970230","","","H7793@HELVETIA.IT","",""
"AGPEVERAGNOPEVERAGNO","PEVERAGNO","PEVERAGNO","  ","0171 631207","","","AG_241.01@AGENTIVITTORIA.IT","",""
"AGPESCARA02714","02714","PESCARA","  ","0854540961","","","","",""
"AGIVREA925","925","IVREA","  ","","","","AG925@HDIARETE.IT","",""
"AGSETTIMO TORINESE5049","5049","SETTIMO TORINESE","  ","0118976500","","","","",""
"AGFOSSANOC40","40","FOSSANO","  ","","","","SINISTRI@LEOASSICURAZIONI.IT","",""
"AGCARAGLIORI","RI","CARAGLIO","  ","","","","CARAGLIO.400549@AGENZIATUA.IT","",""
"AGCERTALDO01111","01111","CERTALDO","  ","0571 663463","","","","",""
"AGTRADATE44403","44403","TRADATE","  "," 0331849960","","","","",""
"AGMAGLIE53007","53007","MAGLIE","LE","0836484007","","73024","","",""
"AGBORGOSESIA119","119","BORGOSESIA","  ","0163 204810","","","","",""
"AGAOSTAA107","A107","AOSTA","  "," 0165 262122","","","","",""
"AGTORINO GENERALE1873","1873","TORINO GENERALE","  ","","","","","",""
"AGROMA487","487","ROMA","  ","","","","","",""
"AGORBASSANO1324","1324","ORBASSANO","  ","0119031317","","","AG1324@HDIARETE.IT","",""
"AGLECCE372","372","LECCE","  ","0832 245835","","","","",""
"AGAOSTA01079","01079","AOSTA","  ","016545279","","","","",""
"AGBRA120","120","BRA","  ","","","","","",""
"AGBRA55269","55269","BRA","  ","","","","","",""
"AGVITTORIO VENETO873","873","VITTORIO VENETO","TV","0438550841","","31029","","",""
"AGBORGARO STADIUM187 ","187 ","BORGARO STADIUM","  ","011454335","","","","",""
"AGCASALE MONFERRATO39514","39514","CASALE MONFERRATO","  ","","","","","",""
"AGBUSCA023","023","BUSCA","  ","","","","","",""
"AGDOMODOSSOLA251","251","DOMODOSSOLA","  ","0324 46931","","","","",""
"AGSAVONA VEGERIO 0135","0135","SAVONA VEGERIO ","  ","019 812393","","","","",""
"AGTORINO 1557 941","57 941","TORINO 15","  ","011343400","","","","",""
"AGGENOVA337","337","GENOVA","  ","","","","","",""
"AGALESSANDRIA 2106 CORRETTO","106 CORRETTO","ALESSANDRIA 2","  ","0131252829","","","","",""
"AGMAGENTA409","409","MAGENTA","  ","02 97295427","","","","",""
"AGMILANO257","257","MILANO","  ","02861741","","","","",""
"AGCASALE MONFERRATO RB3RB3","RB3","CASALE MONFERRATO RB3","  ","0142452958","","","","",""
"AGTORINO DI NANNIT5M","T5M","TORINO DI NANNI","  ","0114332203","","","","",""
"AGNOVI LIGURE58130","58130","NOVI LIGURE","NO","0143322930","VIA ROMA 135","15067","58130@UNIPOLSAI.IT"," - AGENZIA DI BIGHI LORENZO",""
"AGTORTONA02693","02693","TORTONA","  ","0131867181","CORSO REPUBBLICA 8, 15057, TORTONA","15057","02693@UNIPOLSAI.IT"," - AGENZIA DI GUGLIADA MAURIZIO",""
"AGSETTIMO TORINESESETTIMO","SETTIMO","SETTIMO TORINESE","  ","0118984379","","",""," AG. GERARDI FRANCO",""
"AGBRA 156820","56820","BRA 1","  ","0172412240 ","","",""," AGENZIA 56820 - AGENZIA DI B &amp; B DI FABRIZIO BIGONE &amp; C. S.A.S.",""
"AGPINEROLO54194","54194","PINEROLO","  ","0121794342","VIA STEFANO FER,2 ANG.VIA MARTIRI XXI","10064","54194@UNIPOLSAI.IT"," AGENZIA DI ADIELLE S.N.C.",""
"AGTORINO64971","64971","TORINO","  ","0114365379","VIA DEL CARMINE, 2/F, 10122, TORINO","10122","64971@UNIPOLSAI.IT"," AGENZIA DI ANTONIO TAURINO S.R.L.",""
"AGARONA56609","56609","ARONA","  ","0322242564","V. BROGGI 3, 28041, ARONA","28041","56609@UNIPOLSAI.IT","- AGENZIA DI ARONA ASS.NI SNC DI SARACCO E TARLAO",""
"AGBIELLA39370","39370","BIELLA","  ","01534123","VIA MONTEGRAPPA, 18 ANG. VIA CARSO, 13100, BIELLA","13100","39370@UNIPOLSAI.IT"," AGENZIA DI ASSIBIELLA SRL",""
"AGTORINO39386","39386","TORINO","TO","0113854045","VIA MONGINEVRO 90, 10141, TORINO","10141","39386@UNIPOLSAI.IT"," AGENZIA DI ASSICURIAMO S.A.S. DI GATTI DAVIDE &amp; C.",""
"AGBORGOMANERO65128","65128","BORGOMANERO","  ","0322836252","VIALE A. MARAZZA 30","28021","65128@UNIPOLSAI.IT"," AGENZIA DI ASSICUSIO S.R.L.",""
"AGTORINO01803","01803","TORINO","  ","0115185147","VIA PERRONE 3, 10122, TORINO","10122","01803@UNIPOLSAI.IT"," AGENZIA DI ASSIPIEMONTE 96 S.R.L",""
"AGBRA56820","56820","BRA","  ","0172412240","VIA PRINCIPI DI PIEMONTE 79","12042","56820@UNIPOLSAI.IT"," AGENZIA DI B &amp; B DI FABRIZIO BIGONE &amp; C. S.A.S.",""
"AGSALUZZO58689","58689","SALUZZO","  ","017541940","VIA MATTATOIO 3/A, 12037, SALUZZO","12037","58689@UNIPOLSAI.IT"," AGENZIA DI BERTONE UGO &amp; MILANO GIUSEPPE S.N.C.",""
"AGCOSSATO54300","54300","COSSATO","  ","0159842185","VIA MAZZINI, 44","13836","54300@UNIPOLSAI.IT"," AGENZIA DI BOCCHIO ENRICO SAS",""
"AGALBA40104","40104","ALBA","  ","0173285607","VIA F. SORBA, 4, 12051, ALBA","12051","40104@UNIPOLSAI.IT"," AGENZIA DI CALORIO S. E BERNOCCO P. S.N.C.",""
"AGALBA64411","64411","ALBA","  ","0173441946","CORSO FRATELLI BANDIERA 13","12051","64411@UNIPOLSAI.IT"," AGENZIA DI CANIS ASSICURAZIONI SAS",""
"AGALBA52248","52248","ALBA","  ","0173440378","CORSO LANGHE 7, 12051, ALBA","12051","52248@UNIPOLSAI.IT"," AGENZIA DI COSTA E GORI SNC",""
"AGCOLLEGNO01780","01780","COLLEGNO","TO","0114034300","CORSO FRANCIA, 98","10093","01780@UNIPOLSAI.IT"," AGENZIA DI EMMEFFE SNC",""
"AGTORINO39380","39380","TORINO","TO","011533275","VIA SAN PAOLO 60, 10141, TORINO","10141","39380@UNIPOLSAI.IT"," AGENZIA DI EUROASSIFIN S.R.L.",""
"AGTORINO40023","40023","TORINO","TO","0115611287","CORSO GALILEO FERRARIS,14","10121","40023@UNIPOLSAI.IT"," AGENZIA DI GALILEO ASS S.A.S. DI MONTARULI R. &amp; C.",""
"AGALESSANDRIA46762","46762","ALESSANDRIA","  ","0131263447","VIA PONTIDA 10, 15121, ALESSANDRIA","15121","46762@UNIPOLSAI.IT"," AGENZIA DI GIORDANO GIUSEPPE MARIA",""
"AGPINEROLO01423","01423","PINEROLO","  ","0121321950","PIAZZA CAVOUR, 19, 10064, PINEROLO","10064","01423@UNIPOLSAI.IT"," AGENZIA DI LA VIE EN ROSE S.N.C.",""
"AGMONCALIERI34286","34286","MONCALIERI","TO","011643488","CORSO ROMA, 10/1","10024","34286@UNIPOLSAI.IT"," AGENZIA DI MANNUCCI MARCO",""
"AGLUSERNA SAN GIOVANNI61349","61349","LUSERNA SAN GIOVANNI","  ","0121900322","V. I MAGGIO 44/6, 10062, LUSERNA SAN GIOVANNI","10062","61349@UNIPOLSAI.IT"," AGENZIA DI MAURO ROBERTO",""
"AGCALUSO60319","60319","CALUSO","TO","0119891773","C.SO TORINO 53, 10014, CALUSO","10014","60319@UNIPOLSAI.IT"," AGENZIA DI MOSSINO JEAN FRANCOIS/MOSSINO CHRISTIAN",""
"AGALESSANDRIA39323","39323","ALESSANDRIA","  ","0131253592","VIA DANTE 21","15121","39323@UNIPOLSAI.IT"," AGENZIA DI MUDA &amp; PARTNERS S.R.L.",""
"AGTORINO","30498","TORINO","TO","0116634447","VIA GARESSIO, 6, 10126, TORINO","10126","30498@UNIPOLSAI.IT"," AGENZIA DI NEGRO PATRIZIA",""
"AGTORINO50977","50977","TORINO","  ","0114407088","CORSO SICCARDI, 11, 10122, TORINO","10122","50977@UNIPOLSAI.IT"," AGENZIA DI NICOLOSI GIORGIO",""
"AGCHIERI40022","40022","CHIERI","  ","01119815111","VIA FRATELLI FEA, 8","10023","40022@UNIPOLSAI.IT"," AGENZIA DI PEREDA MASSIMO",""
"AGNOVI LIGURE20607","20607","NOVI LIGURE","  ","","VIA GARIBALDI, 121","15067","20607@UNIPOLSAI.IT"," AGENZIA DI PERSANO GIANCARLO",""
"AGTORINO59686","59686","TORINO","TO","0114333128","CSO. VITTORIO EMANUELE II 158","10138","59686@UNIPOLSAI.IT"," AGENZIA DI RAGUSA LUIGI",""
"AGBIELLA56750","56750","BIELLA","  ","0158409350","V.LE ROMA 10/A","13900","56750@UNIPOLSAI.IT"," AGENZIA DI RENALDO 4.0 S.N.C.",""
"AGNOVARA64301","64301","NOVARA","  ","032136372","VIA NEGRONI 4","28100","64301@UNIPOLSAI.IT"," AGENZIA DI ROAS DI DOTT. OSCAR ROGGIA &amp; C. S.A.S.",""
"AGPINEROLO10271","10271","PINEROLO","  ","012178700","VIA BUNIVA 71","10064","10271@UNIPOLSAI.IT"," AGENZIA DI ROSO ENRICO",""
"AGVERCELLI53512","53512","VERCELLI","  ","0161258533","VIA CESARE BALBO 2, 13100, VERCELLI","13100","53512@UNIPOLSAI.IT"," AGENZIA DI SALA ADRIANA",""
"AGCUNEO46950","46950","CUNEO","  ","0171603777","CORSO NIZZA, 16, 12100, CUNEO","12100","46950@UNIPOLSAI.IT"," AGENZIA DI SCIARRETTA SAS DEL DR. PAOLO SCIARRETTA",""
"AGBRA48498","48498","BRA","  ","017244167","VIA V. EMANUELE II, 121, 12042, BRA","12042","48498@UNIPOLSAI.IT"," AGENZIA DI SERVIZI ASSICURATIVI DI BALESTRA PAOLA &amp;",""
"AGRIVOLI63328","63328","RIVOLI","TO","0119580924","C.SO SUSA 40, 10098, RIVOLI","10098","63328@UNIPOLSAI.IT"," AGENZIA DI TANTARDINI ANDREA",""
"AGCUORGNE'02622","02622","CUORGNE'","TO","0124666745","VIA G. GALILEI, 1-3-5, 10082, CUORGNE'","10082","02622@UNIPOLSAI.IT"," AGENZIA DI UNICANAVESE S.A.S.",""
"AGALESSANDRIA02041","02041","ALESSANDRIA","  ","0131250420","VIA FAA' DI BRUNO N.33, 15121, ALESSANDRIA","15121","02041@UNIPOLSAI.IT"," AGENZIA DI UNITEAM SNC",""
"AGALESSANDRIA45999","45999","ALESSANDRIA","  ","0131443909","VIA TROTTI 44, 15121, ALESSANDRIA","15121","45999@UNIPOLSAI.IT"," AGENZIA DI VERNA ASSICURAZIONI - SAS DI MAURO VERNA",""
"AGOSASCO54658","54658","OSASCO","  ","0121541598","VIA GIARDINI, 15, 10060, OSASCO","10060","54658@UNIPOLSAI.IT"," AGENZIA DI VIOTTO LUIGI",""
"AGBIELLA00032","00032","BIELLA","  ","015402895","","",""," ASSICURAZIONI CORSETTI DI ENESCU DANIELA",""
"AG SAVIGNANO/SANTARCANGELOAAA","AAA"," SAVIGNANO/SANTARCANGELO","  ","0541944217","","",""," SAVIGNANO/SANTARCANGELO",""
"AG0000","00","00","  ","","","","","00",""
"AGMOMBERCELLIRAX","RAX","MOMBERCELLI","  ","","","","","0141 955539",""
"AG0682","0682","0682 AVIVA","  ","0142781575","","","","0682 AVIVA",""
"AG165N00165","N00165","165","  ","","","","AGENZIA165@GROUPAMA.IT","165",""
"AGTORINO 10795","10795","TORINO ","  ","0116647816","VIA NIZZA","","","2 MA SAS",""
"AGPINEROLO58306","58306","PINEROLO","  ","0121374888","VIA VIGONE, 77 A, 10064, PINEROLO","10064","58306@UNIPOLSAI.IT","58306 - AGENZIA DI BORGHESE GIANPIERO",""
"AGPERUGIAAPU","APU","PERUGIA","  ","0755011488","","","","7VALLI",""
"AG901 DIREZIONE901","901","901 DIREZIONE","  ","","","","","901",""
"AGVALDAGNO2518","2518","VALDAGNO","  "," 0445 410449","","","","A&amp;G DI ROSSETTINI",""
"AGTORINO 2166","166","TORINO 2","  ","0115805135","","","","A0428",""
"AGTORINO 60747","0747","TORINO 6","  ","0115617020","","","","A0747",""
"AGTORINO A36A36 - ","A36 - ","TORINO A36","  ","0112424316","","","","A36 - FERRERO MATTIA",""
"AGCARMAGNOLA00","00","CARMAGNOLA","  ","","","","","AA",""
"AGACQUI TERMET01","T01","ACQUI TERME","  ","","","","","ACQUI TERME",""
"AGACQUI TERME 247746","47746","ACQUI TERME 2","  ","0144356000","","","","ACQUI TERME",""
"AG004","004","ACQUI TERME","  ","0144322434","","","","ACQUI TERME",""
"AGACQUI TERME004","004","ACQUI TERME","  ","0144322531","","","","ACQUI TERME",""
"AGACQUI TERME 41014","41014","ACQUI TERME ","  ","0144322610","","","","ACQUI TERME TOGLIATTI",""
"AG00000","00000","TORINO","  ","","","","ACTISDATOASSICURAZIONI@GIGAPEC.IT","ACTIS",""
"AGACTIS  TORINO221","221","ACTIS  TORINO","  ","0119102060","","","","ACTIS  TORINO",""
"AGTORINO00525","00525","TORINO","TO","011 318 1707","","","","ADA GROUP SNC",""
"AGPINEROLO 3 54194","54194","PINEROLO 3 ","  "," 0121794342","","","","ADIELLE S.N.C.",""
"AG","906","AFFARI DIRETTI","  ","","","","","AFFARI DIRETTI",""
"AGVERCELLI CORSO LIBERTA'024","024","VERCELLI CORSO LIBERTA'","  ","0161213221","","","","AG GENERALI VERCELLI - GIAN LUCA ALDONE - ALEX CHIABRERA -ALESSANDRO PAGNI",""
"AGMILANO0000","0000","MILANO","  ","80053353","","","CLIENTI@TUARETAIL.IT","AG.DIREZIONE",""
"AGMONCALIERI 2 AG0585","0585","MONCALIERI 2 ","  ","0116828218","","","AG0585@AXA-AGENZIE.IT","AG0585",""
"AG1998","1998","AGE1998","  ","030733260","","","","AGE1998",""
"AGCHIERI168","168","CHIERI","  ","0119415945","","","CHIERI@CATTOLICA.IT","AGENTE GENERALE BRUNO BORIO",""
"AGMONCALIERI148","148","MONCALIERI","  ","","","","AGENZIA148@GROUPAMA.IT","AGENZIA 148",""
"AGVOLVERA5036","5036","VOLVERA","TO","011 9850 609","VIA AIRASCA 25","10040","VOLVERA5036@PEC.IT","AGENZIA ALLIANZ VOLVERA FAVARO E GOZZI ",""
"AGASTIF54","F54","ASTI","AT","","","14100","AGENZIAF54@GROUPAMA.IT","AGENZIA ASTI F54",""
"AGTRIESTE02704","02704","TRIESTE","  ","0403229799","","","","AGENZIA AXA TRIESTE CENTRO ASSICURATIVO ALPE ADRIA",""
"AGCIRIE'46572","46572","CIRIE'","TO","0119203183","V. BRACCINI 16","10073","46572@UNIPOLSAI.IT","AGENZIA DI A.P.A.C. DI IVE FERRUCCIO &amp; C. SAS",""
"AGPINEROLO35236","35236","PINEROLO","  ","0121322085","VIA TRIESTE, 8, 10064, PINEROLO","10064","35236@UNIPOLSAI.IT","AGENZIA DI AGEN-ASS SAS DI ZANIN RANIERO &amp; C.",""
"AGNOVARA02141","02141","NOVARA","  ","0321620152","VIA SOTTILE, 20","28100","02141@UNIPOLSAI.IT","AGENZIA DI AGENZIA GENERALE SNC DI QUAGLIA E CESIRI",""
"AGTORINO59697","59697","TORINO","TO","0113358201","V. MONGINEVRO 61, 10141, TORINO","10141","59697@UNIPOLSAI.IT","AGENZIA DI AGENZIA MONGINEVRO S.N.C.",""
"AGNICHELINO02660","02660","NICHELINO","TO","011621063","VIA TORINO, 115, 10042, NICHELINO","10042","02660@UNIPOLSAI.IT","AGENZIA DI AGENZIA PISANI S.R.L.",""
"AGCASALE MONFERRATO57006","57006","CASALE MONFERRATO","  ","","VIA MARTIRI DI NASSIRIYA 2/B","15033","57006@UNIPOLSAI.IT","AGENZIA DI AGENZIA SAI MONFERRATO S.N.C.",""
"AGTORINO","59862","TORINO","TO","0113181490","CORSO FILIPPO TURATI 74, 10134, TORINO","10134","59862@UNIPOLSAI.IT","AGENZIA DI AGENZIA SAI TURATI DI GUGLIERMOTTI E MOR",""
"AGORBASSANO64962","64962","ORBASSANO","  ","0119017021","STRADA TORINO 1, 10043, ORBASSANO","10043","64962@UNIPOLSAI.IT","AGENZIA DI AGENZIEITALIA S.R.L.",""
"AGARONA45106","45106","ARONA","  ","0322243227","V. GRAMSCI 7","28041","45106@UNIPOLSAI.IT","AGENZIA DI AIROLDI ASSICURAZIONI SAS DI AIROLDI ANT",""
"AGALBA39095","39095","ALBA","  ","0173440528","CORSO EUROPA 81, 12051, ALBA","12051","39095@UNIPOLSAI.IT","AGENZIA DI ALBA 90 S.R.L.",""
"AGFOSSANO52708","52708","FOSSANO","  ","017261385","VIA FORO BOARIO, 13, 12045, FOSSANO","12045","52708@UNIPOLSAI.IT","AGENZIA DI ARESE BRUNO SAS DI ARESE RUDY &amp; C.",""
"AGNOVARA10238","10238","NOVARA","  ","0321620068","PIAZZA MARTIN LUTHER KING","28100","10238@UNIPOLSAI.IT","AGENZIA DI ARINO VALTER S.A.S. DI ARINO VALTER &amp; C.",""
"AGASTI39192","39192","ASTI","  ","0141592204","VIA DELLA FONTANA, 5/7, 14100, ASTI","14100","39192@UNIPOLSAI.IT","AGENZIA DI ASSI CONSULT FGP S.N.C.",""
"AGALBA35004","35004","ALBA","  ","0173361771","VIA VIVARO 27, 12051, ALBA","12051","35004@UNIPOLSAI.IT","AGENZIA DI ASSIC. BISCOTTI DI BISCOTTI F. E C. SNC",""
"AGRIVOLI40054","40054","RIVOLI","TO","0119566861","PIAZZA PRINCIPE EUGENIO, 1, 10098, RIVOLI","10098","40054@UNIPOLSAI.IT","AGENZIA DI ASSICOM S.A.S. DI MORTARI MAURO E C.",""
"AGIVREA02236","02236","IVREA","  ","0125616462","CORSO VERCELLI, 117","10015","02236@UNIPOLSAI.IT","AGENZIA DI ASSICURA S.N.C.",""
"AGIVREA44323","44323","IVREA","  ","012549546","VIA CIRCONVALLAZIONE 28","10015","44323@UNIPOLSAI.IT","AGENZIA DI ASSICURAZIONI AVIGNONE SAS DI AVIGNONE P",""
"AGBRA34157","34157","BRA","  ","0172422497","VIA FRATELLI CARANDO, 21, 12042, BRA","12042","34157@UNIPOLSAI.IT","AGENZIA DI ASSICURAZIONI BERGAMASCO &amp; TESIO S.N.C.",""
"AGTORTONA64458","64458","TORTONA","  ","0131815078","LARGO BORGARELLI 3","15057","64458@UNIPOLSAI.IT","AGENZIA DI ASSICURAZIONI PICCHI S.N.C.",""
"AGSUSA45612","45612","SUSA","  ","0122629586","CORSO STATI UNITI 126/D, 10059, SUSA","10059","45612@UNIPOLSAI.IT","AGENZIA DI ASSICURAZIONI VALSUSA S.N.C.",""
"AGTORINO39015","39015","TORINO","TO","","STRADA DEL FORTINO 39","10152","39015@UNIPOLSAI.IT","AGENZIA DI ASSIELBA S.A.S.",""
"AGRIVOLI02600","02600","RIVOLI","TO","0119585458","CORSO SUSA, 17","10098","02600@UNIPOLSAI.IT","AGENZIA DI ASSIEXPERT S.R.L.",""
